0, 0.000000000000000000e+00
1, 0.000000000000000000e+00
2, 0.000000000000000000e+00
3, 0.000000000000000000e+00
4, 0.000000000000000000e+00
5, 0.000000000000000000e+00
6, 0.000000000000000000e+00
7, 0.000000000000000000e+00
8, 0.000000000000000000e+00
9, 0.000000000000000000e+00
10, 0.000000000000000000e+00
11, 0.000000000000000000e+00
12, 0.000000000000000000e+00
13, 0.000000000000000000e+00
14, 0.000000000000000000e+00
15, 0.000000000000000000e+00
16, 0.000000000000000000e+00
17, 0.000000000000000000e+00
18, 0.000000000000000000e+00
19, 0.000000000000000000e+00
20, 0.000000000000000000e+00
21, 0.000000000000000000e+00
22, 0.000000000000000000e+00
23, 0.000000000000000000e+00
24, 0.000000000000000000e+00
25, 0.000000000000000000e+00
26, 0.000000000000000000e+00
27, 0.000000000000000000e+00
28, 0.000000000000000000e+00
29, 0.000000000000000000e+00
30, 0.000000000000000000e+00
31, 0.000000000000000000e+00
32, 0.000000000000000000e+00
33, 0.000000000000000000e+00
34, 0.000000000000000000e+00
35, 0.000000000000000000e+00
36, 0.000000000000000000e+00
37, 0.000000000000000000e+00
38, 0.000000000000000000e+00
39, 0.000000000000000000e+00
40, 0.000000000000000000e+00
41, 0.000000000000000000e+00
42, 0.000000000000000000e+00
43, 0.000000000000000000e+00
44, 0.000000000000000000e+00
45, 0.000000000000000000e+00
46, 0.000000000000000000e+00
47, 0.000000000000000000e+00
48, 0.000000000000000000e+00
49, 0.000000000000000000e+00
50, 0.000000000000000000e+00
51, 0.000000000000000000e+00
52, 0.000000000000000000e+00
53, 0.000000000000000000e+00
54, 0.000000000000000000e+00
55, 0.000000000000000000e+00
56, 0.000000000000000000e+00
57, 0.000000000000000000e+00
58, 0.000000000000000000e+00
59, 0.000000000000000000e+00
60, 0.000000000000000000e+00
61, 0.000000000000000000e+00
62, 0.000000000000000000e+00
63, 0.000000000000000000e+00
64, 0.000000000000000000e+00
65, 1.000000000000000000e+00
66, 0.000000000000000000e+00
67, 3.000000000000000000e+00
68, 4.000000000000000000e+00
69, 3.000000000000000000e+00
70, 8.000000000000000000e+00
71, 2.000000000000000000e+01
72, 2.500000000000000000e+01
73, 4.300000000000000000e+01
74, 5.400000000000000000e+01
75, 7.700000000000000000e+01
76, 1.500000000000000000e+02
77, 1.890000000000000000e+02
78, 2.710000000000000000e+02
79, 3.460000000000000000e+02
80, 5.270000000000000000e+02
81, 6.590000000000000000e+02
82, 8.510000000000000000e+02
83, 1.124000000000000000e+03
84, 1.567000000000000000e+03
85, 1.842000000000000000e+03
86, 2.305000000000000000e+03
87, 2.817000000000000000e+03
88, 3.508000000000000000e+03
89, 4.097000000000000000e+03
90, 4.831000000000000000e+03
91, 5.751000000000000000e+03
92, 6.557000000000000000e+03
93, 7.327000000000000000e+03
94, 7.986000000000000000e+03
95, 8.517000000000000000e+03
96, 9.175000000000000000e+03
97, 9.812000000000000000e+03
98, 1.019300000000000000e+04
99, 1.049700000000000000e+04
100, 1.061700000000000000e+04
101, 1.039800000000000000e+04
102, 1.011400000000000000e+04
103, 9.859000000000000000e+03
104, 9.156000000000000000e+03
105, 8.671000000000000000e+03
106, 7.705000000000000000e+03
107, 7.141000000000000000e+03
108, 6.302000000000000000e+03
109, 5.512000000000000000e+03
110, 4.893000000000000000e+03
111, 4.016000000000000000e+03
112, 3.400000000000000000e+03
113, 2.845000000000000000e+03
114, 2.260000000000000000e+03
115, 1.740000000000000000e+03
116, 1.406000000000000000e+03
117, 1.076000000000000000e+03
118, 8.300000000000000000e+02
119, 6.660000000000000000e+02
120, 4.750000000000000000e+02
121, 3.030000000000000000e+02
122, 2.270000000000000000e+02
123, 1.840000000000000000e+02
124, 1.250000000000000000e+02
125, 7.900000000000000000e+01
126, 7.700000000000000000e+01
127, 5.900000000000000000e+01
128, 3.800000000000000000e+01
129, 2.200000000000000000e+01
130, 2.500000000000000000e+01
131, 2.400000000000000000e+01
132, 1.700000000000000000e+01
133, 1.900000000000000000e+01
134, 1.900000000000000000e+01
135, 1.600000000000000000e+01
136, 1.900000000000000000e+01
137, 1.700000000000000000e+01
138, 1.600000000000000000e+01
139, 1.800000000000000000e+01
140, 3.200000000000000000e+01
141, 1.600000000000000000e+01
142, 2.100000000000000000e+01
143, 2.700000000000000000e+01
144, 2.200000000000000000e+01
145, 3.600000000000000000e+01
146, 4.600000000000000000e+01
147, 4.900000000000000000e+01
148, 7.800000000000000000e+01
149, 9.600000000000000000e+01
150, 1.580000000000000000e+02
151, 1.510000000000000000e+02
152, 2.120000000000000000e+02
153, 2.760000000000000000e+02
154, 3.510000000000000000e+02
